"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
Physics and Astronomy,69,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Sébastien Dézécot,M,photo,INSA de Lyon,France,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Dézécot, S., Buffière, J.Y., Köster, A., Maurel, V., Szmytka, F., Charkaluk, E., Dahdah, N., Bartali, A.E., Limodin, N., & Witz, J.F. (2016). In situ 3D characterization of high temperature fatigue damage mechanisms in a cast aluminum alloy using synchrotron X-ray tomography. Scripta Materialia, 113, 254-258.",10.1016/J.SCRIPTAMAT.2015.11.017,no,,
Physics and Astronomy,70,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Mohsen Esmaily,M,photo,Chalmers University of Technology,Sweden,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Esmaily, M., Blucher, D., Svensson, J.-., Halvarsson, M., & Johansson, L.-. (2016). New insights into the corrosion of magnesium alloys — The role of aluminum. Scripta Materialia, 115, 91-95.",10.1016/J.SCRIPTAMAT.2016.01.008,no,,
Physics and Astronomy,71,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Anirudh Raju Natarajan,M,pronouns,University of California Santa Barbara,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Natarajan, A.R., Solomon, E.L., Puchala, B., Marquis, E.A., & Van der Ven, A. (2016). On the early stages of precipitation in dilute Mg–Nd alloys. Acta Materialia, 108, 367-379.",10.1016/J.ACTAMAT.2016.01.055,no,,
Physics and Astronomy,72,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Emilio Martínez Pañeda,M,photo,University of Oviedo,Spain,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Mart'inez-Paneda, E., Niordson, C.F., & P.Gangloff, R. (2016). Strain gradient plasticity-based modeling of hydrogen environment assisted cracking. Acta Materialia, 117, 321-332.",10.1016/j.actamat.2016.07.022,no,,
Physics and Astronomy,73,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Ali Navaei,M,pronouns,Arizona State University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Navaei, A., Saini, H., Christenson, W., Sullivan, R., Ros, R., & Nikkhah, M. (2016). Gold nanorod-incorporated gelatin-based conductive hydrogels for engineering cardiac tissue constructs. Acta biomaterialia, 41, 133-46 .",10.1016/j.actbio.2016.05.027,no,,
Physics and Astronomy,74,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Abbey Thorpe,F,photo,Sheffield Hallam University,UK,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Thorpe, A.A., Boyes, V.L., Sammon, C., & Le Maitre, C.L. (2016). Thermally triggered injectable hydrogel, which induces mesenchymal stem cell differentiation to nucleus pulposus cells: Potential for regeneration of the intervertebral disc. Acta biomaterialia, 36, 99-111 .",10.1016/j.actbio.2016.03.029,no,,
Physics and Astronomy,75,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Mousa Younesi,M,pronouns,Case Western Research University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Younesi, M., Donmez, B.O., Islam, A., & Akkus, O. (2016). Heparinized collagen sutures for sustained delivery of PDGF-BB: Delivery profile and effects on tendon-derived cells In-Vitro. Acta biomaterialia, 41, 100-9 .",10.1016/j.actbio.2016.05.036,no,,
Physics and Astronomy,76,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2016,Shiteng Zhao,M,pronouns,University of California San Diego,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2016-acta-student-awards,"Zhao, S., Hahn, E.N., Kad, B.K., Remington, B.A., Wehrenberg, C., Bringa, E.M., & Meyers, M.A. (2016). Amorphization and nanocrystallization of silicon under shock compression. Acta Materialia, 103, 519-533.",10.1016/J.ACTAMAT.2015.09.022,no,,
Physics and Astronomy,77,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Aditya Chauhan,M,pronouns,Indian Institute of Technology Mandi,India,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Chauhan, A., Patel, S., & Vaish, R. (2015). Multicaloric effect in Pb(Mn1/3Nb2/3)O3-32PbTiO3 single crystals. Acta Materialia, 89, 384-395.",10.1016/J.ACTAMAT.2015.01.070,no,,
Physics and Astronomy,78,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Myra Noemi Chavez,F,photo,Technical University of Munich,Germany,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Schenck, T.L., Hopfner, U., Chávez, M.N., Machens, H., Somlai-Schweiger, I., Giunta, R.E., Bohne, A., Nickelsen, J., Allende, M.L., & Egaña, J.T. (2015). Photosynthetic biomaterials: a pathway towards autotrophic tissue engineering. Acta biomaterialia, 15, 39-47 .",10.1016/j.actbio.2014.12.012,no,,
Physics and Astronomy,79,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Wen Chen,M,photo,"Yale University, New Haven",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Chen, W.H., Ketkaew, J., Liu, Z., Mota, R.M., O’Brien, K., Silva, C.V., & Schroers, J. (2015). Does the fracture toughness of bulk metallic glasses scatter. Scripta Materialia, 107, 1-4.",10.1016/J.SCRIPTAMAT.2015.05.003,no,,
Physics and Astronomy,80,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Christian Martin Koller,M,photo,TU Wien,Austria,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Koller, C.M., Ramm, J., Kolozsvári, S., Munnik, F., Paulitsch, J., & Mayrhofer, P.H. (2015). CORUNDUM-TYPE FE-DOPED CATHODIC ARC EVAPORATED AL-CR-O COATINGS. Scripta Materialia, 97, 49-52.",10.1016/J.SCRIPTAMAT.2014.10.037,no,,
Physics and Astronomy,81,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Martin Christoph Lentz,M,photo,Technische Universität Berlin,Germany,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Lentz, M., Klaus, M., Beyerlein, I.J., Zecevic, M., Reimers, W.G., & Knezevic, M. (2015). In situ X-ray diffraction and crystal plasticity modeling of the deformation behavior of extruded Mg–Li–(Al) alloys: An uncommon tension–compression asymmetry. Acta Materialia, 86, 254-268.",10.1016/J.ACTAMAT.2014.12.003,no,,
Physics and Astronomy,82,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Oleksii Yu Liashenko,M,photo,University of Grenoble Alpes,France,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Liashenko, O., & Hodaj, F. (2015). Differences in the interfacial reaction between Cu substrate and metastable supercooled liquid Sn–Cu solder or solid Sn–Cu solder at 222 °C: Experimental results versus theoretical model calculations. Acta Materialia, 99, 106-118.",10.1016/J.ACTAMAT.2015.07.066,no,,
Physics and Astronomy,83,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Xiaochao Liu,M,pronouns,Shandong University,China,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Liu, X.C., Wu, C., & Padhy, G.K. (2015). Characterization of plastic deformation and material flow in ultrasonic vibration enhanced friction stir welding. Scripta Materialia, 102, 95-98.",10.1016/J.SCRIPTAMAT.2015.02.022,no,,
Physics and Astronomy,84,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Christopher J. Marvel,M,photo,"Lehigh University, Bethlehem",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Marvel, C.J., Cantwell, P.R., & Harmer, M.P. (2015). The critical influence of carbon on the thermal stability of nanocrystalline Ni–W alloys. Scripta Materialia, 96, 45-48.",10.1016/J.SCRIPTAMAT.2014.10.022,no,,
Physics and Astronomy,85,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Sheng Ouyang,M,pronouns,Northwestern Polytechnical University,China,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Ouyang, S., Yang, Y., Han, M., Xia, Z., Huang, B., Luo, X., Zhao, G.M., & Zhang, W. (2015). Twin relationships between nanotwins inside A–C type variant pair in Ni–Mn–Ga alloy. Acta Materialia, 84, 484-496.",10.1016/J.ACTAMAT.2014.11.001,no,,
Physics and Astronomy,86,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Shang Song,F,pronouns,University of California at San Francisco,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Song, S., Kim, E.J., Bahney, C.S., Miclau, T., Marcucio, R.S., & Roy, S. (2015). The synergistic effect of micro-topography and biochemical culture environment to promote angiogenesis and osteogenic differentiation of human mesenchymal stem cells. Acta biomaterialia, 18, 100-11 .",10.1016/j.actbio.2015.02.021,no,,
Physics and Astronomy,87,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Leping Yan,M,photo,University of Minho,Portugal,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Yan, L., Silva-Correia, J., Oliveira, M., Vilela, C.A., Pereira, H., Sousa, R.A., Mano, J.F., Oliveira, A.L., Oliveira, J.M., & Reis, R.L. (2015). Bilayered silk/silk-nanoCaP scaffolds for osteochondral tissue engineering: In vitro and in vivo assessment of biological performance. Acta biomaterialia, 12, 227-241 .",10.1016/j.actbio.2014.10.021,no,,
Physics and Astronomy,88,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2015,Supansa Yodmuang,F,photo,"Columbia University, New York",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recioients-of-the-2015-acta-student-awards,"Yodmuang, S., McNamara, S.L., Nover, A.B., Mandal, B.B., Agarwal, M., Kelly, T.N., Chao, P.G., Hung, C.T., Kaplan, D.L., & Vunjak‐Novakovic, G. (2015). Silk microfiber-reinforced silk hydrogel composites for functional cartilage tissue repair. Acta biomaterialia, 11, 27-36 .",10.1016/j.actbio.2014.09.032,no,,
Physics and Astronomy,89,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Riccardo Casati,M,photo,Politecnico di Milano & CNR-IENI Lecco,Italy,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Casati, R., Vedani, M., & Tuissi, A. (2014). Thermal cycling of stress-induced martensite for high-performance shape memory effect. Scripta Materialia, 80, 13-16.",10.1016/J.SCRIPTAMAT.2014.02.003,no,,
Physics and Astronomy,90,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,In-Chul Choi,M,photo,"Hanyang University, Seoul",South Korea,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Choi, I., Kim, Y., Ahn, B., Kawasaki, M., Langdon, T.G., & Jang, J. (2014). Evolution of plasticity, strain-rate sensitivity and the underlying deformation mechanism in Zn–22% Al during high-pressure torsion. Scripta Materialia, 75, 102-105.",10.1016/J.SCRIPTAMAT.2013.12.003,no,,
Physics and Astronomy,91,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Jun Ding,M,photo,Johns Hopkins University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Ding, J., Cheng, Y.Q., & Ma, E. (2014). Full icosahedra dominate local order in Cu64Zr34 metallic glass and supercooled liquid. Acta Materialia, 69, 343-354.",10.1016/J.ACTAMAT.2014.02.005,no,,
Physics and Astronomy,92,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Denver Faulk,M,pronouns,University of Pittsburgh,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Faulk, D.M., Carruthers, C.A., Warner, H.J., Kramer, C.R., Reing, J.E., Zhang, L., D'Amore, A., & Badylak, S.F. (2014). The effect of detergents on the basement membrane complex of a biologic scaffold material. Acta biomaterialia, 10 1, 183-93 .",10.1016/j.actbio.2013.09.006,no,,
Physics and Astronomy,93,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Heemin Kang,M,pronouns,"University of California, San Diego",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Kang, H., Shih, Y.V., Hwang, Y., Wen, C., Rao, V., Seo, T., & Varghese, S. (2014). Mineralized gelatin methacrylate-based matrices induce osteogenic differentiation of human induced pluripotent stem cells. Acta biomaterialia, 10 12, 4961-4970 .",10.1016/j.actbio.2014.08.010,no,,
Physics and Astronomy,94,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Philipp Krooß,M,pronouns,University of Paderborn,Germany,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Krooss, P., Somsen, C., Niendorf, T., Schaper, M., Karaman, I., Chumlyakov, Y., Eggeler, G., & Maier, H.J. (2014). Cyclic degradation mechanisms in aged FeNiCoAlTa shape memory single crystals. Acta Materialia, 79, 126-137.",10.1016/J.ACTAMAT.2014.06.019,no,,
Physics and Astronomy,95,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Brittany R. Muntifering,F,photo,Boise State University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Muntifering, B., Pond, R.C., Kovarik, L., Browning, N.D., & Müllner, P. (2014). Intra-variant substructure in Ni–Mn–Ga martensite: Conjugation boundaries. Acta Materialia, 71, 255-263.",10.1016/J.ACTAMAT.2014.03.018,no,,
Physics and Astronomy,96,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Kelsey A. Potter-Baker,F,photo,"Case Western Reserve University, Cleveland",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Kelsey A. Potter, Mehdi Jorfi, Kyle T. Householder, E. Johan Foster, Christoph Weder, Jeffrey R. Capadona (2016) Curcumin-releasing mechanically compliant implants prevent neurodegeneration and blood-brain barrier instability at the implant-tissue interface. Acta Biomaterialia 10 (2014), 2209-2222",,no,,article no longer available
Physics and Astronomy,97,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Jana Šmilauerová,F,pronouns,Charles University in Prague,Czech Republic,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Smilauerov'a, J., Harcuba, P., Str'ask'y, J., Str'ask'a, J., Janevcek, M., Posp'ivsil, J., Kuvzel, R., Brun'atov'a, T., Hol'y, V., & Ilavsk'y, J. (2014). Ordered array of ω particles in β-Ti matrix studied by small-angle X-ray scattering. Acta Materialia, 81, 71-82.",10.1016/j.actamat.2014.06.042,no,,
Physics and Astronomy,98,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Spencer E. Szczesny,M,photo,University of Pennsylvania,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Szczesny, S.E., & Elliott, D.M. (2014). Interfibrillar shear stress is the loading mechanism of collagen fibrils in tendon. Acta biomaterialia, 10 6, 2582-90 .",10.1016/j.actbio.2014.01.032,no,,
Physics and Astronomy,99,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2014,Dalong Zhang,M,pronouns,"University of California, Davis",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2014-acta-student-awards,"Zhang, D., Zheng, B., Zhou, Y., Mahajan, S., & Lavernia, E.J. (2014). Prism stacking faults observed contiguous to a {10-12} twin in a Mg–Y alloy. Scripta Materialia, 76, 61-64.",10.1016/J.SCRIPTAMAT.2013.12.015,no,,
Physics and Astronomy,100,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Zafir Alam,M,photo,Defence Metallurgical Research Laboratory (DMRL),India,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Alam, Z. (2013). Tensile behavior of a free-standing Pt-aluminide (PtAl) bond coat. Acta Materialia, 61, 1093-1105.",10.1016/J.ACTAMAT.2012.10.012,no,,
Physics and Astronomy,101,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Dor Amram,M,pronouns,Technion – Israel Institute of Technology,Israel,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Amram, D., Klinger, L., & Rabkin, E. (2013). Phase transformations in Au(Fe) nano- and microparticles obtained by solid state dewetting of thin Au–Fe bilayer films. Acta Materialia, 61, 5130-5143.",10.1016/J.ACTAMAT.2013.04.062,no,,
Physics and Astronomy,102,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Brennan Bailey ,F,photo,Texas A&M University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,,,no,,article no longer available
Physics and Astronomy,103,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,André Butscher,M,photo,Swiss Federal Institute of Technology,Switzerland,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Butscher, A., Bohner, M., Doebelin, N., Hofmann, S., & Müller, R. (2013). New depowdering-friendly designs for three-dimensional printing of calcium phosphate bone substitutes. Acta biomaterialia, 9 11, 9149-58 .",10.1016/j.actbio.2013.07.019,no,,
Physics and Astronomy,104,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Sabba Dharani,F,pronouns,Nanyang Technological University,Singapore,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Sabba, D., Mathews, N., Chua, J., Pramana, S.S., Mulmudi, H.K., Wang, Q., & Mhaisalkar, S.G. (2013). High-surface-area, interconnected, nanofibrillar TiO2 structures as photoanodes in dye-sensitized solar cells. Scripta Materialia, 68, 487-490.",10.1016/J.SCRIPTAMAT.2012.11.027,no,,
Physics and Astronomy,105,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Tingping Hou,F,photo,Wuhan University of Science and Technology,China,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Hou, T., & Wu, K.M. (2013). Alloy carbide precipitation in tempered 2.25 Cr–Mo steel under high magnetic field. Acta Materialia, 61, 2016-2024.",10.1016/J.ACTAMAT.2012.12.021,no,,
Physics and Astronomy,106,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Michael M. Porter,M,photo,University of California-San Diego,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Porter, M.M., Novitskaya, E.E., Castro-Ceseña, A.B., Meyers, M.A., & McKittrick, J. (2013). Highly deformable bones: unusual deformation mechanisms of seahorse armor. Acta biomaterialia, 9 6, 6763-70 .",10.1016/j.actbio.2013.02.045,no,,
Physics and Astronomy,107,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Agung Purnama,M,pronouns,Laval University,Canada,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Purnama, A., Hermawan, H., Champetier, S., Mantovani, D., & Couet, J. (2013). Gene expression profile of mouse fibroblasts exposed to a biodegradable iron alloy for stents. Acta biomaterialia, 9 10, 8746-53 .",10.1016/j.actbio.2013.02.033,no,,
Physics and Astronomy,108,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Hillary Smith,F,photo,California Institute of Technology,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Smith, H.L., Hornbuckle, B.C., Mauger, L., Fu, B., Tracy, S.J., Thompson, G.B., Lucas, M.S., Xiao, Y., Hu, M.Y., Zhao, J., Alp, E.E., & Fultz, B. (2013). Changes in vibrational entropy during the early stages of chemical unmixing in fcc Cu–6% Fe. Acta Materialia, 61, 7466-7472.",10.1016/J.ACTAMAT.2013.08.057,no,,
Physics and Astronomy,109,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2013,Yang Tong,M,pronouns,"University of Tennessee, Knoxville",USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/recipients-of-the-2013-acta-student-award,"Tong, Y., Dmowski, W., Yokoyama, Y., Wang, G.Y., Liaw, P.K., & Egami, T. (2013). Recovering compressive plasticity of bulk metallic glasses by high-temperature creep. Scripta Materialia, 69, 570-573.",10.1016/J.SCRIPTAMAT.2013.06.020,no,,
Physics and Astronomy,110,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Mary Beth Browning,F,pronouns,Texas A&M University,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Browning, M.B., Dempsey, D.K., Guiza, V., Becerra, S., Rivera, J.J., Russell, B.H., Höök, M., Clubb, F.J., Miller, M., Fossum, T.W., Dong, J., Bergeron, A.L., Hahn, M.S., & Cosgriff-Hernandez, E.M. (2012). Multilayer vascular grafts based on collagen-mimetic proteins. Acta biomaterialia, 8 3, 1010-21 .",10.1016/j.actbio.2011.11.015,no,,
Physics and Astronomy,111,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Jae Hoon Jang,M,photo,Pohang University of Science and Technology,South Korea,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Jang, J.H., Lee, C., Heo, Y., & Suh, D. (2012). Stability of (Ti, M)C (M = Nb, V, Mo and W) carbide in steels using first-principles calculations. Acta Materialia, 60, 208-217.",10.1016/J.ACTAMAT.2011.09.051,no,,
Physics and Astronomy,112,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Roman Korobko,M,pronouns,Weizmann Institute of Science,Israel,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Korobko, R., Chen, C., Kim, S., Cohen, S.R., Wachtel, E.J., Yavo, N., & Lubomirsky, I. (2012). Influence of Gd content on the room temperature mechanical properties of Gd-doped ceria. Scripta Materialia, 66, 155-158.",10.1016/J.SCRIPTAMAT.2011.10.027,no,,
Physics and Astronomy,113,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Fabian Meder,M,pronouns,University of Bremen,Germany,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Meder, F., Daberkow, T., Treccani, L., Wilhelm, M., Schowalter, M., Rosenauer, A., Mädler, L., & Rezwan, K. (2012). Protein adsorption on colloidal alumina particles functionalized with amino, carboxyl, sulfonate and phosphate groups. Acta biomaterialia, 8 3, 1221-9 .",10.1016/j.actbio.2011.09.014,no,,
Physics and Astronomy,114,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Scott Skirlo,M,pronouns,Massachusetts Institute of Technology,USA,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Skirlo, S.A., & Demkowicz, M.J. (2012). The role of thermal spike compactness in radiation-induced disordering and Frenkel pair production in Ni3Al. Scripta Materialia, 67, 724-727.",10.1016/J.SCRIPTAMAT.2012.06.029,no,,
Physics and Astronomy,115,Acta Student Awards,https://www.journals.elsevier.com/scripta-materialia/news/acta-student-awards,yes,2012,Melanie Timpel,F,pronouns,Helmholtz Zentrum Berlin für Materialien and Energie,Germany,award announcement,,no,no,yes,https://www.journals.elsevier.com/scripta-materialia/news/2012-acta-student-awards-recipients-announced,"Timpel, M., Wanderka, N., Schlesiger, R., Yamamoto, T., Lazarev, N., Isheim, D., Schmitz, G., Matsumura, S., & Banhart, J. (2012). The role of strontium in modifying aluminium–silicon alloys. Acta Materialia, 60, 3920-3928.",10.1016/J.ACTAMAT.2012.03.031,no,,
Physics and Astronomy,1,Astronomy and Astrophysics Early Career Award,https://www.aanda.org/news/2659-astronomy-astrophysics-awards-2023,yes,2021,Joanna Drazkowska,F,pronouns,"Ludwig-Maximilians University, Munich",Germany,award announcement,no article info,no,yes,yes,https://www.aanda.org/news,,,no,,
Physics and Astronomy,1,Future Luminary Award,https://aip.scitation.org/app/info/luminary,yes,2022,Husain Alqattan,M,pronouns,University of Arizona,USA,award page,,no,yes,yes,,"Husain Alqattan, Dandan Hui, Vladimir Pervak, Mohammed Th. Hassan; Attosecond light field synthesis. APL Photonics 1 April 2022; 7 (4): 041301. https://doi.org/10.1063/5.0082958",10.1063/5.0082958,no,,
