Timestamp,Name of the extracting person,Scimago Subject Area,Full name of the award,Source of the information on the award,Paste the information text describing the award,Confirm eligibility of the award,Comment on the award eligibility ,Full name of the awarding journal,Full name of the awarding society,Full name of the awarding publisher/other body,Comment on the awarding body ,Award cash,Comment on the award cash ,"Target career stage of eligible applicants, as stated in the award information ",Comment on the career stage ,Flexibility of the eligibility criteria,Eligibility phrasing,Inclusivity statement,Inclusivity phrasing,Assessor transparency,Assessor phrasing,Process transparency,Process phrasing,Feedback availability,Feedback phrasing,Criteria transparency,Criteria phrasing,Valuing Open Science,Valuing Open Science phrasing,Self-nomination allowed,Self-nomination phrasing,Letter required,Letter requirement phrasing,Awardee list source,Awardee list most recent year ,Awardee list earliest year ,Comments on awardees list,Comments_general,,,,,,
4/11/2023 20:52:15,Losia Lagisz,Nursing,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,"The Charles E. Gibbs Leadership Prize is awarded annually to recognize excellence in research on women’s health care or policy. Priority is given to manuscripts that report the results of original research and that improve understanding of an important women’s health issue. Members of the staff and Editorial Board of Women’s Health Issues are not eligible. The prize includes a $1,000 award. All winning articles are available to read for free on the journal website.",yes (eligible award),,Womens Health Issues,NA,NA,,yes,"1000 USD, free OA for the article",any career stage,,not applicable,,no,,no,,no,,no,,no,The Charles E. Gibbs Leadership Prize is awarded annually to recognize excellence in research on women’s health care or policy. Priority is given to manuscripts that report the results of original research and that improve understanding of an important women’s health issue.,no,,no,,no,,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,2020,1996,,,,,,,,
4/11/2023 21:23:09,Yefeng Yang,Immunology and Microbiology,FEMS Journals Article Awards,https://fems-microbiology.org/fems-journals-announce-article-award-winners-2022/; https://fems-microbiology.org/about_fems/network-and-activities/awards/,NA,yes (eligible award),,FEMS Microbiology Reviews,NA, Oxford University Press,The FEMS Journals and Oxford University Press recognise the best articles published in our journals,yes,"each journal awarding a prize of €1,000 annually. The prize money is split between the authors of each paper. ",any career stage,All authors who published with us in these journals in 2022 were automatically considered for an award upon submission of their papers,not applicable,,no,,yes,the Editors-in-Chief and Editorial Boards of each journal selected the best article from the scientific papers published with them in 2022 ,no,,no,,no,The FEMS Journals and Oxford University Press recognise the best articles published in our journals,no,,no,automatic nomination,no,,https://fems-microbiology.org/about_fems/network-and-activities/awards/article-awards/,2022,2016,,,,,,,,
4/11/2023 21:29:50,Yefeng Yang,Immunology and Microbiology,JITC Best Basic Tumor Immunology Paper,https://www.sitcancer.org/aboutsitc/awards/jitc,"Papers published in the last 12 months are eligible for nomination for these awards. Papers are nominated by the editorial board based on the following criteria:


Papers nominated in the JITC Best Basic Tumor Immunology Paper Award category presented research that covers tumor antigens, innate and adaptive anti-tumor immune mechanisms, immune regulation, immune response, cancer and inflammation, preclinical models, chemotherapy and radiotherapy interactions/combinations of chemotherapy and radiotherapy, and other combination treatments with the antitumor immune response.
Papers nominated in the JITC Best Clinical/Translational Paper Award category presented clinical research that has a clear potential to optimize patient care, with particular emphasis on high-quality randomized control trials, novel combination therapies, novel diagnostic or prognostic insights, and new insights into mechanisms of action.
Papers nominated in the JITC Best Immune Cell Therapies/Immune Cell Engineering Paper Award category presented research that discusses approaches, new targets, novel functionalities, clinical trial results, correlative studies in patients who have received cell-based therapies, novel engineering strategies (molecular switches, conditional expression, logic gating), gene-edited cells to knock out or knock in novel functions, and/or synthetic gene circuit.
Papers nominated in JITC Best Immunotherapy Biomarkers Paper Award category presented research that presents predictive/prognostic biomarker studies, gene expression studies in cancer immunotherapy, serological immune biomarkers, multiparameter flow cytometry-defined immune biomarkers, high content immunohistological studies, and/or clinical trial analyses and identification of novel immune biomarkers.
Papers nominated in the JITC Best Oncolytic and Local Immunotherapy Paper Award category presented research that focuses on the role of therapeutic agents designed for targeting tumor cells and/or the tumor microenvironment. This includes oncolytic viruses, microbial agents, innate immune agonists, direct and systemically delivered proteins and DNA/RNA products that act within established tumors. Articles on translational and clinical investigation involving new oncolytic immunotherapy agents or those that include an oncolytic approach as part of combination therapeutic regimens are also represented.",yes (eligible award),,Journal for ImmunoTherapy of Cancer,NA,NA,,no,,any career stage,Papers published in the last 12 months are eligible for nomination for these awards,not applicable,Papers published in the last 12 months are eligible for nomination for these awards,no,,no,,yes,"different domians, such as basic research, clinic research, engineering",no,,yes,"Papers nominated in the JITC Best Basic Tumor Immunology Paper Award category presented research that covers tumor antigens, innate and adaptive anti-tumor immune mechanisms, immune regulation, immune response, cancer and inflammation, preclinical models, chemotherapy and radiotherapy interactions/combinations of chemotherapy and radiotherapy, and other combination treatments with the antitumor immune response.
Papers nominated in the JITC Best Clinical/Translational Paper Award category presented clinical research that has a clear potential to optimize patient care, with particular emphasis on high-quality randomized control trials, novel combination therapies, novel diagnostic or prognostic insights, and new insights into mechanisms of action.
Papers nominated in the JITC Best Immune Cell Therapies/Immune Cell Engineering Paper Award category presented research that discusses approaches, new targets, novel functionalities, clinical trial results, correlative studies in patients who have received cell-based therapies, novel engineering strategies (molecular switches, conditional expression, logic gating), gene-edited cells to knock out or knock in novel functions, and/or synthetic gene circuit.
Papers nominated in JITC Best Immunotherapy Biomarkers Paper Award category presented research that presents predictive/prognostic biomarker studies, gene expression studies in cancer immunotherapy, serological immune biomarkers, multiparameter flow cytometry-defined immune biomarkers, high content immunohistological studies, and/or clinical trial analyses and identification of novel immune biomarkers.
Papers nominated in the JITC Best Oncolytic and Local Immunotherapy Paper Award category presented research that focuses on the role of therapeutic agents designed for targeting tumor cells and/or the tumor microenvironment. This includes oncolytic viruses, microbial agents, innate immune agonists, direct and systemically delivered proteins and DNA/RNA products that act within established tumors. Articles on translational and clinical investigation involving new oncolytic immunotherapy agents or those that include an oncolytic approach as part of combination therapeutic regimens are also represented.",no,,no,Papers are nominated by the editorial board based on the following criteria,no,,https://www.sitcancer.org/aboutsitc/awards/jitc,2022,2014,,,,,,,,
4/11/2023 21:45:02,Yefeng Yang,Immunology and Microbiology,The ISME Journal Best Paper Award,https://www.nature.com/collections/aedhjihhgh,"We use a diverse complement of article metrics related to citations, social media mentions, blog posts, and page accesses in order to shortlist articles that may be deserving of special recognition for a given year. Following this process, we evaluate articles for their content to help reach our final decisions.",yes (eligible award),,ISME Journal,NA,NA,,no,,any career stage,,not applicable,,no,,yes,Editor in Chief team ,no,,no,,yes,"article metrics related to citations, social media mentions, blog posts, and page accesses in order to shortlist articles",no,,no,,no,,https://www.nature.com/ismej/collections,2022,2020,,,,,,,,
4/11/2023 21:48:36,Yefeng Yang,Immunology and Microbiology,Emerging Microbes & Infections Best Paper Award,https://www.tandfonline.com/journals/temi20/collections/best-paper-prize-emerging-microbes-infections,"based on the novelty, scientific significance, and potential impact to the clinical practice and global health in the field of emerging infectious diseases",yes (eligible award),,Emerging Microbes and Infections,NA,NA,,no,,any career stage,,not applicable,,no,,no,,no,,no,,yes,"based on the novelty, scientific significance, and potential impact to the clinical practice and global health in the field of emerging infectious diseases",no,,no,,no,,https://www.tandfonline.com/journals/temi20/collections/best-paper-prize-emerging-microbes-infections,2021,2019,,,,,,,,
4/11/2023 21:59:28,Yefeng Yang,Immunology and Microbiology,"Brain, Behavior, and Immunity Impact Award",https://www.pnirs.org/awards-lectures#BBI,The winner is the corresponding author of the paper with the most citations from those articles published three and four years prior to the award. ,yes (eligible award),,Psychoneuroimmunology Research Society (PNIRS),NA,NA,,yes,"$5,000",any career stage,,not applicable,,no,"Interestingly, this journal has anothe award that have EDI statments - https://www.pnirs.org/awards-lectures#BBI",no,,no,,no,,yes, the paper with the most citations from those articles published three and four years prior to the award,no,,no,,no,,https://www.pnirs.org/awards-lectures#BBI,2022,2017,,,,,,,,
4/11/2023 22:07:44,Yefeng Yang,Immunology and Microbiology,DMM outstanding paper prize,https://journals.biologists.com/dmm/pages/outstanding-paper-prize,that is judged by the journal’s editors to be the most outstanding in the journal that year. ,yes (eligible award),,DMM Disease Models and Mechanisms,NA,NA,,yes,£1000,any career stage,,not applicable,,no,,yes,udged by the journal’s editors to be the most outstanding in the journal that year,no,,no,,no,,no,,no,,no,,https://journals.biologists.com/dmm/pages/outstanding-paper-prize,2021,2018,,,,,,,,
4/11/2023 22:19:21,Yefeng Yang,Immunology and Microbiology,Clinical and Translational Immunology (CTI) PUBLICATION OF THE YEAR AWARDS,https://www.immunology.org.au/awards-and-special-honours/awards/journal-awards/,"Eligibility:
All ASI members who are the first author on any Original articles, Outstanding Observation articles, Theoretical articles or Short Communications published in ICB or CTI
Awardee must have been a financial member of ASI in the year in which the paper was published
Co-authored articles are eligible for consideration.  If an awarded article is co-authored by a non-member, the award is granted solely to the member author.",yes (eligible award),,Clinical and Translational Immunology,The Australian and New Zealand Society for Immunology,NA,,yes,"AUD $1,000",any career stage,,not applicable,,no,,yes,Recipients are selected by the Editors-in-Chief of Immunology & Cell Biology and Clinical & Translational Immunology,no,,no,,yes,"Scientific excellence, originality and clarity of presentation of the paper, as judged by a panel comprising the Editors-in-Chief of Immunology & Cell Biology and Clinical & Translational Immunology, and ASI President (current and past), Council or their nominees.",no,,no,,no,None required.  Recipients are selected by the Editors-in-Chief of Immunology & Cell Biology and Clinical & Translational Immunology., one by one manual search: https://onlinelibrary.wiley.com/doi/full/10.1111/imcb.12597; https://onlinelibrary.wiley.com/doi/full/10.1111/imcb.12500; https://onlinelibrary.wiley.com/doi/10.1111/imcb.12411; https://pubmed.ncbi.nlm.nih.gov/31633229/; https://pubmed.ncbi.nlm.nih.gov/29992615/; https://pubmed.ncbi.nlm.nih.gov/28895588/; https://pubmed.ncbi.nlm.nih.gov/27874876/; https://pubmed.ncbi.nlm.nih.gov/26597074/; https://pubmed.ncbi.nlm.nih.gov/25420872/; https://pubmed.ncbi.nlm.nih.gov/24100388/; https://onlinelibrary.wiley.com/doi/full/10.1038/icb.2012.41; https://pubmed.ncbi.nlm.nih.gov/20927119/; https://pubmed.ncbi.nlm.nih.gov/19798048/; https://onlinelibrary.wiley.com/doi/10.1038/sj.icb.7100129,2021,2006,,,,,,,,
4/11/2023 22:25:08,Yefeng Yang,Immunology and Microbiology,The Chris and Bhama Parish ICB Publication of the Year Award,https://www.immunology.org.au/awards-and-special-honours/awards/journal-awards/,"Recognising scientific excellence in publishing and also other indicators of your paper's success; attention, influence & impact","no (not eligible - make note on the reasons below and enter NA to the following compulsory questions, then submit)",The same as Clinical and Translational Immunology (CTI) PUBLICATION OF THE YEAR AWARDS,Immunology and Cell Biology,The Australian and New Zealand Society for Immunology,NA,,yes,"AUD $1,000",any career stage,,not applicable,,no,,yes,Editors-in-Chief of Immunology & Cell Biology and Clinical & Translational Immunology,no,,no,,yes,"Scientific excellence, originality and clarity of presentation of the paper, as judged by a panel comprising the Editors-in-Chief of Immunology & Cell Biology and Clinical & Translational Immunology, and ASI President (current and past), Council or their nominees.",no,,no,,no,,,2021,2016,,duplicate,,,,,,
4/11/2023 23:13:19,Losia Lagisz,Nursing,Best HCM Theory to Practice Paper,https://hcm.aom.org/awards/theory2practice; https://connect.aom.org/hcm/awards/overview,"This award, sponsored by the Health Care Management division, is intended to encourage papers relevant to the practicing health care manger by clearly addressing research questions relevant to the translation of theory to health administration or management practice. The winners receive an award plaque and a cash prize from the Division. Authors of eligible papers should identify their papers for consideration of this award during the Academy’s paper submission process. A committee headed by the Program Chair and comprised of selected members of the Executive Committee, and the previous year's winner of the award (first author) selects the winner.",yes (eligible award),,Health Care Management Review,Academy of Management,NA,,yes,"amount not described ""The winners receive an award plaque and a cash prize from the Division."" ",any career stage,,not applicable,,no,,no,"A committee headed by the Program Chair and comprised of selected members of the Executive Committee, and the previous year's winner of the award (first author) selects the winner.",not avialable,,no,,no,"This award, sponsored by the Health Care Management division, is intended to encourage papers relevant to the practicing health care manger by clearly addressing research questions relevant to the translation of theory to health administration or management practice. ",no,,yes,Authors of eligible papers should identify their papers for consideration of this award during the Academy’s paper submission process.,no,,https://hcm.aom.org/awards/theory2practice; https://connect.aom.org/hcm/awards/overview,2022,1997,,,,,,,,
4/11/2023 23:28:03,Losia Lagisz,Nursing,Clinical Simulation In Nursing Research Article award,https://www.nursingsimulation.org/,NA,yes (eligible award),,Clinical Simulation in Nursing,International Nursing Association for Clinical Simulation & Learning,NA,,not available,,unclear,,not available,,not available,,not available,,not avialable,,not available,,not available,,not available,,not available,,not available,,https://www.nursingsimulation.org/,2021,2021,only one year posted on the website,no info,,,,,,
4/11/2023 23:36:01,Losia Lagisz,Nursing,British Journal of Nutrition Paper of the Year,https://www.cambridge.org/core/journals/british-journal-of-nutrition/british-journal-of-nutrition-paper-of-the-year-2021; https://www.nutritionsociety.org/announcement/british-journal-nutrition-paper-year-2019,"Welcome to the papers shortlisted for the BJN’s Paper of the Year 2021 competition. These papers have been selected by our Deputy Editors who were invited to identify the best paper, using the criteria of originality, significance and rigour, that each Deputy Editor had handled over the past year. The 9 short-listed papers come from research teams around the globe including Europe, China, the USA and the Middle East. These papers also celebrate the broad range of excellence in nutrition research for which the BJN is well-known including nutritional epidemiological studies, mechanistic and methodological investigations and clinical nutrition studies. 
I am also delighted to announce the winning paper in our Paper of the Year 2021 competition. This paper was selected from the shortlisted papers by an independent panel of experts including past Presidents of the Nutrition Society and a global leading nutrition expert from outside the UK. The winning authors are Professor Jose Uberos and colleagues from the University of Granada, Spain for their paper entitled ""The association between restricted intrauterine growth and inadequate postnatal nutrition in very-low-birth-weight infants and their neurodevelopmental outcomes: a 50-month follow-up study"". Congratulations to Professor Uberos and his colleagues on their discovery that nutritional energy restriction during the early postnatal period is associated with visual disturbances and can triple the risk of childhood cerebral palsy. These findings strengthen the evidence base for the importance of nutrition in early life in maintaining good health in children.",yes (eligible award),,British Journal of Nutrition,NA,NA,,no,,any career stage,"These papers have been selected by our Deputy Editors who were invited to identify the best paper, using the criteria of originality, significance and rigour, that each Deputy Editor had handled over the past yea",not applicable,,no,,yes,"These papers have been selected by our Deputy Editors who were invited to identify the best paper, using the criteria of originality, significance and rigour, that each Deputy Editor had handled over the past year. ... This paper was selected from the shortlisted papers by an independent panel of experts including past Presidents of the Nutrition Society and a global leading nutrition expert from outside the UK. ",no,,no,,no,"These papers have been selected by our Deputy Editors who were invited to identify the best paper, using the criteria of originality, significance and rigour, that each Deputy Editor had handled over the past year.",no,,no,"These papers have been selected by our Deputy Editors who were invited to identify the best paper, using the criteria of originality, significance and rigour, that each Deputy Editor had handled over the past year. T",no,,https://www.cambridge.org/core/journals/british-journal-of-nutrition/british-journal-of-nutrition-paper-of-the-year-2021; https://www.nutritionsociety.org/announcement/british-journal-nutrition-paper-year-2019,2021,2019,,,,,,,,
4/11/2023 23:56:22,Losia Lagisz,Nursing,Japan Geriatrics Society Outstanding Paper Award,https://www.jpn-geriat-soc.or.jp/josei/josei_04.html; https://www.jpn-geriat-soc.or.jp/publications/journal/yushuronbun.html,"Three papers will be selected as excellent papers from the papers published in the journal of the Japan Geriatrics Society in the relevant year.
Commendation Commendation at the general meeting of the next fiscal year
Supplementary prize 100,000 yen",yes (eligible award),,Geriatrics and Gerontology International,Japanese Geriatrics Society,NA,,yes,"100,000 yen, Commendation Commendation at the general meeting of the next fiscal year",any career stage,,not applicable,,no,,no,,no,,no,,no,Three papers will be selected as excellent papers from the papers published in the journal of the Japan Geriatrics Society in the relevant year.,no,,no,,no,,https://www.jpn-geriat-soc.or.jp/publications/journal/yushuronbun.html,2021,1993,"google-translated, paper titles do not match exactly",google-translated from Japanese,,,,,,
4/12/2023 9:56:38,Losia Lagisz,Neuroscience,de Leon Prizes in Neuroimaging,https://istaart.alz.org/awards; https://aaic.alz.org/about/awards.asp#dl,"The de Leon prizes in Neuroimaging aim to recognize scientists judged to have published “best papers” in the field of neuroimaging of neurodegenerative processes. The paper has to focus on neuroimaging of Alzheimer’s disease or other dementia causing mechanisms. Awards will be presented at the Alzheimer’s Imaging Consortium preconference prior to AAIC.
Eligibility Criteria
The paper must be published in any peer-reviewed journal between January 1 - December 31 of the previous year and be in manuscript or final galley format at the time of the award nomination.
Nominees must demonstrate a current or past affiliation to a major academic or research/treatment institution(s).
Trainee prize (student, postdoc, clinical fellow) nominee has to be the first author.
Junior scientist (within 10 years of finishing post-doctoral training/fellowship) nominee has to be the first author.
Senior scientist (more than 10 years of finishing post-doctoral training/fellowship) nominee has to be the first or last author.
Winners need to be verified as an ISTAART Neuroimaging PIA member at the time of the announcement.",yes (eligible award),,NA,Alzheimer's Association International Society to Advance Alzheimer's Research and Treatment ,NA,,no,,any career stage,,not applicable,,no,,no,,no,,no,,no,The de Leon prizes in Neuroimaging aim to recognize scientists judged to have published “best papers” in the field of neuroimaging of neurodegenerative processes. The paper has to focus on neuroimaging of Alzheimer’s disease or other dementia causing mechanisms.,no,,no,,no,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5107642/; https://aaic.alz.org/downloads2019/de%20Leon%20Prizes%20in%20Neuroimaging%20-%20AAIC%202019.pdf; https://healthinformatics.umn.edu/staff/prashanthi-vemuri; https://profiles.ucsf.edu/renaud.lajoie; https://aaic.alz.org/releases_2018/AAIC18-Sat-award-deleon.asp; ,,,"no list on the award page - individual recipients can be found using internet searchers, but not the awarded papers (from different journals), e.g.: https://aaic.alz.org/downloads2019/de%20Leon%20Prizes%20in%20Neuroimaging%20-%20AAIC%202019.pdf; https://healthinformatics.umn.edu/staff/prashanthi-vemuri; https://profiles.ucsf.edu/renaud.lajoie; https://aaic.alz.org/releases_2018/AAIC18-Sat-award-deleon.asp",award established on 2006: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5107642/,,,,,,
4/12/2023 10:34:08,Losia Lagisz,Neuroscience,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,"Purpose
The Society of Biological Psychiatry offers an annual award of $5,000 to recognize outstanding research investigations in biological psychiatry.
Guidelines
No application is required for this award.
The fifteen (15) highest ranked original investigations, among the archival reports in Biological Psychiatry, based upon peer review scores, are provided to the Somerfeld-Ziskind Award Committee by the Biological Psychiatry editorial office. The award committee members review each paper independently and the highest rated paper is considered the award paper.
The award winner is the first author of the award paper.
In the event that there are two first authors, the prize will be shared evenly among the first authors.
Special consideration is given to the originality of the approach and independence of thought in the archival report.
The studies and the data must not have been published elsewhere.
The award will be presented by the President of the Society during the Society’s Annual Meeting.",yes (eligible award),,Biological Psychiatry,Society of Biological Psychiatry ,NA,,yes,5000 USD,any career stage,"The fifteen (15) highest ranked original investigations, among the archival reports in Biological Psychiatry, based upon peer review scores, are provided to the Somerfeld-Ziskind Award Committee by the Biological Psychiatry editorial office.",not applicable,,no,,no,The award committee members review each paper independently and the highest rated paper is considered the award paper.,no,,no,,no,Special consideration is given to the originality of the approach and independence of thought in the archival report.,no,,no,,no,,https://sobp.org/somerfeld-ziskind-research-award/,2022,2005,Previous Recipients (partial listing),,,,,,,
4/12/2023 11:02:56,Losia Lagisz,Neuroscience,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,"Progress depends on innovation. With that in mind, the journal Stroke is pleased to offer an award that is a visible and effective way of encouraging new paths, new methods and new ways of thinking. This Award is made possible by funding from the American Heart Association | American Stroke Association to whom we are grateful.",yes (eligible award),,Stroke,American Heart Association; American Stroke Association ,NA,,no,,any career stage,,not applicable,,no,,no,"With that in mind, the journal Stroke is pleased to offer an award that is a visible and effective way of encouraging new paths, new methods and new ways of thinking. ",no,,no,,no,"With that in mind, the journal Stroke is pleased to offer an award that is a visible and effective way of encouraging new paths, new methods and new ways of thinking. ",no,,no,,no,,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,2022,2008,,,,,,,,
4/12/2023 11:32:21,Losia Lagisz,Neuroscience,Neural Networks Best Paper Award,https://www.sciencedirect.com/journal/neural-networks/about/awards#neural-networks-best-paper-award,"Description: To recognize annually a single outstanding paper published in Neural Networks.
Prize: $1,000, to be split equally among co-authors and Plaque/Certificate to author or co-authors of the selected paper.
Eligibility: Authors of all papers published in Neural Networks on the calendar year that is 2 years prior to the selection of the award are eligible. For example, in the 2020 competition, papers published in 2018 are eligible for consideration.
Basis for Judging: Overall quality and impact.",yes (eligible award),,Neural Networks,NA,NA,,yes,USD 1000; to be split equally among co-authors and Plaque/Certificate to author or co-authors of the selected paper.,any career stage,Authors of all papers published in Neural Networks on the calendar year that is 2 years prior to the selection of the award are eligible.,not applicable,,no,,no,,no,,no,,no,Basis for Judging: Overall quality and impact.,no,,no,,no,,https://www.sciencedirect.com/journal/neural-networks/about/awards#neural-networks-best-paper-award,2022,2019,two announcements only,,,,,,,
4/12/2023 11:38:24,Losia Lagisz,Neuroscience,Movement Disorders Research and Review Papers of the Year award,https://www.mdscongress.org/Congress-Awards,"The Movement Disorders Research and Review Papers of the Year awards are chosen by the Journal’s Editors and Editorial Board to recognize quality work being submitted by authors and the important articles published in the Journal. The winning articles are selected from five finalists in each category, all which shared a high scientific level and interest.",yes (eligible award),,Movement Disorders,International Parkinson and Movement Disorder Society,NA,,no,,any career stage,,not applicable,,no,,yes,The Movement Disorders Research and Review Papers of the Year awards are chosen by the Journal’s Editors and Editorial Board to recognize quality work being submitted by authors and the important articles published in the Journal. ,no,,no,,no,"The Movement Disorders Research and Review Papers of the Year awards are chosen by the Journal’s Editors and Editorial Board to recognize quality work being submitted by authors and the important articles published in the Journal. The winning articles are selected from five finalists in each category, all which shared a high scientific level and interest.",no,,no,,no,,https://www.mdscongress.org/Congress-Awards,2021,2015,,,,,,,,
4/12/2023 11:56:46,Losia Lagisz,Neuroscience,Developmental Science Early Career Researcher Prize,https://onlinelibrary.wiley.com/page/journal/14677687/homepage/early_career_researcher_prize.htm; https://onlinelibrary-wiley-com.wwwproxy1.library.unsw.edu.au/page/journal/14677687/homepage/early_career_research_prize_-_nominations.htm,"In order to help recognise the emergence of new researchers with outstanding potential in the field of developmental sciences, the Editors award an annual prize for the best original scientific paper or report to appear in the journal Developmental Science.
Rules
The recipient must be the first author on a paper or research report of outstanding originality and impact that has been published in Early View or published in an issue of Developmental Science during the year in question. The award will be announced early in the following year
The selected winner will be within 5 years of completing their PhD when the paper was published in Early View or published in an issue
PhD students are also eligible
Papers may only be nominated once; unsuccessful nominations cannot be re-submitted in subsequent round
How to nominate
Nominations can be made by anyone, including readers of the journal, co-authors, and members of the full Developmental Science editorial board.
To nominate a candidate, please send a brief e-mail to the Developmental Science Editorial Office (devsciedoffice@wiley.com) stating the author’s name and the corresponding article title. If you wish, include a brief statement as to the significance of the paper and the nominee’s contribution to the work reported. If you are self-nominating, please include a brief supporting statement from a faculty member
 Nominations will close at the end of January for the previous year (e.g. If you wish to nominate a candidate for the 2022 prize, please do so by the end of Jan 2023). Nominations for the 2021 prize are now closed.
Prize announcement
The Editors and Associate Editors will select the winning paper
The winning author and paper will be announced with a brief citation highlighting the importance of the work reported
The winner will receive a personal annual subscription to the journal and US $500, kindly donated by Wiley
",yes (eligible award),,Developmental Science,NA,Wiley,"The winner will receive a personal annual subscription to the journal and US $500, kindly donated by Wiley",yes,"USD 500; The winner will receive a personal annual subscription to the journal and US $500, kindly donated by Wiley","student, early-career","The selected winner will be within 5 years of completing their PhD when the paper was published in Early View or published in an issue
PhD students are also eligible",no,,no,,yes,The Editors and Associate Editors will select the winning paper,no,,no,,no,"In order to help recognise the emergence of new researchers with outstanding potential in the field of developmental sciences, the Editors award an annual prize for the best original scientific paper or report to appear in the journal Developmental Science.",no,,yes,"Nominations can be made by anyone, including readers of the journal, co-authors, and members of the full Developmental Science editorial board.
To nominate a candidate, please send a brief e-mail to the Developmental Science Editorial Office (devsciedoffice@wiley.com) stating the author’s name and the corresponding article title. If you wish, include a brief statement as to the significance of the paper and the nominee’s contribution to the work reported. If you are self-nominating, please include a brief supporting statement from a faculty member.",yes,"If you wish, include a brief statement as to the significance of the paper and the nominee’s contribution to the work reported. If you are self-nominating, please include a brief supporting statement from a faculty member",https://onlinelibrary.wiley.com/page/journal/14677687/homepage/early_career_researcher_prize.htm,2021,2006,,,,,,,,
4/12/2023 12:05:50,Losia Lagisz,Neuroscience,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,"Each year, the ILAE awards one Epilepsia® Clinical Science Prize and one Epilepsia® Basic Science Prize to the first authors of original research articles published in Epilepsia® which, in the opinion of the Awards Committee, have contributed the most significant advances to knowledge and understanding in clinical science or basic science respectively in the field of epilepsy.
The prize was initially established through the generosity of Christopher and Sandra Morris-Coole, and is now supported by the ILAE, with the intention of stimulating excellence in epilepsy research as well as rewarding young researchers for outstanding contributions to the field.",yes (eligible award),,Epilepsia,NA,NA,,no,,any career stage,"Each year, the ILAE awards one Epilepsia® Clinical Science Prize and one Epilepsia® Basic Science Prize to the first authors of original research articles published in Epilepsia® which, in the opinion of the Awards Committee, have contributed the most significant advances to knowledge and understanding in clinical science or basic science respectively in the field of epilepsy.",not applicable,,no,,no,"Each year, the ILAE awards one Epilepsia® Clinical Science Prize and one Epilepsia® Basic Science Prize to the first authors of original research articles published in Epilepsia® which, in the opinion of the Awards Committee, have contributed the most significant advances to knowledge and understanding in clinical science or basic science respectively in the field of epilepsy.",no,,no,,no,"Each year, the ILAE awards one Epilepsia® Clinical Science Prize and one Epilepsia® Basic Science Prize to the first authors of original research articles published in Epilepsia® which, in the opinion of the Awards Committee, have contributed the most significant advances to knowledge and understanding in clinical science or basic science respectively in the field of epilepsy.",no,,no,,no,,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,2022,2007,,"recently, awarded in 2 categories: basic and clinical",,,,,,
4/12/2023 12:18:18,Losia Lagisz,Neuroscience,Disease Models and Mechanisms Outstanding Paper Prize,https://journals.biologists.com/dmm/pages/outstanding-paper-prize,"Each year, DMM awards a £1000 prize to the first author (or authors, where there is joint authorship) of the Research article that is judged by the journal’s editors to be the most outstanding in the journal that year. Starting with articles published in 2022, DMM will also award £1000 to the first author (or authors, where there is joint authorship) of the Resource article that is judged by the editors to be the most outstanding that year. Establishing a separate award for Resource articles reflects their increasing importance in advancing disease research. DMM Resource articles report a novel technique or approach, or a substantial advance of an existing technique or approach, or new dataset or resource that will be of broad and significant utility in a particular area of disease research. Find out more here or read our archive.
All Research and Resource articles are eligible for consideration. The recipient of the award will be the author (non-faculty) who made the most significant contribution to the article (most usually the first author). The Editorial Office will contact the corresponding authors of the winning papers to establish who should receive the prize.
The shortlist of selected papers and overall winners will be announced in DMM, along with a short profile of the winning authors.",yes (eligible award),,Disease Models and Mechanisms,NA,NA,,yes,"1000 GBP; prize to the first author (or authors, where there is joint authorship)",any career stage,All Research and Resource articles are eligible for consideration. The recipient of the award will be the author (non-faculty) who made the most significant contribution to the article (most usually the first author). ,not applicable,,no,,yes,judged by the journal’s editors to be the most outstanding in the journal that year,no,,no,,no,judged by the journal’s editors to be the most outstanding in the journal that year,no,,no,judged by the journal’s editors to be the most outstanding in the journal that year,no,,https://journals.biologists.com/dmm/pages/outstanding-paper-prize,2021,2018,,,,,,,,
